Gender,Married,Dependents,Education,Self_Employed,EmploymentType,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
1,1,0,0,1,3,2952.51,2781.11,223.39499999999998,120.0,0.0,0,0
1,1,0,0,0,2,3722.29,4146.99,223.39499999999998,180.0,1.0,0,1
1,1,0,0,0,2,3603.62,4598.86,324.17,240.0,1.0,1,1
1,1,1,0,1,3,5061.5,1210.74,263.12,180.0,1.0,2,1
1,0,0,0,0,2,1904.73,0.0,99.53,240.0,1.0,1,1
1,1,0,0,0,4,1473.86,0.0,30.2,360.0,1.0,2,0
0,0,0,0,0,2,6179.18,2981.63,377.93,300.0,0.0,1,0
1,1,0,0,0,2,2885.69,963.59,218.28,360.0,1.0,2,0
1,1,0,1,0,2,1721.67,0.0,90.5,120.0,1.0,2,1
1,0,0,0,0,2,2255.2,2201.55,215.77,300.0,1.0,2,1
1,0,0,0,0,2,3497.95,1627.79,171.84,300.0,1.0,2,1
1,1,3,1,1,3,5626.31,0.0,237.61,120.0,0.0,0,0
1,1,0,1,0,2,5466.93,2367.5,324.92,360.0,0.0,2,0
1,1,0,0,0,2,5749.32,361150.92,312.94,180.0,0.0,1,0
1,0,0,0,1,1,3879.94,2827.99,234.11,240.0,1.0,2,1
0,0,0,1,0,2,1296.64,2745.97,178.11,240.0,1.0,1,0
0,1,0,1,0,2,2298.06,0.0,72.14,240.0,1.0,0,1
1,0,1,0,0,2,2435.94,0.0,112.95,120.0,1.0,1,1
1,0,2,1,1,0,5921.43,0.0,322.68,360.0,1.0,2,1
1,1,0,1,1,0,5209.35,0.0,161.0,240.0,1.0,1,0
1,1,0,1,0,2,1692.38,3655.83,205.44,120.0,1.0,1,1
1,1,0,1,0,2,4036.23,0.0,125.1,240.0,1.0,0,1
0,1,0,0,0,2,4979.26,3604.41,330.37,300.0,1.0,0,1
0,0,1,0,1,0,8419.26,3388.5,460.52,240.0,1.0,1,1
1,0,1,0,1,3,3296.34,0.0,156.1,180.0,1.0,2,1
1,1,2,0,0,2,2233.99,0.0,74.32,240.0,0.0,2,0
1,1,3,0,1,0,4124.38,2512.52,207.57,180.0,1.0,2,1
1,1,0,0,0,2,1415.96,0.0,55.19,360.0,0.0,2,0
1,0,0,0,1,0,1333.49,3944.66,201.53,300.0,0.0,2,0
1,1,0,0,0,2,4702.51,0.0,171.84,120.0,1.0,2,1
1,0,0,0,1,3,4594.5,0.0,162.64,180.0,1.0,2,1
1,1,1,0,0,2,6442.3,1206.4,291.97,300.0,0.0,0,0
1,0,0,0,0,2,7448.2,0.0,286.39,300.0,1.0,2,1
0,1,0,0,1,3,1375.33,0.0,34.26,240.0,1.0,2,1
1,1,0,1,0,2,1698.85,0.0,90.61,180.0,0.0,2,0
1,0,2,1,1,3,1641.18,0.0,48.14,180.0,0.0,1,0
1,1,0,1,1,3,3543.77,1501.65,212.98,300.0,0.0,2,0
1,1,3,0,1,1,3695.09,0.0,127.42,240.0,1.0,2,1
1,0,1,0,1,1,7349.74,0.0,271.73,240.0,1.0,0,1
1,1,0,0,0,2,3172.38,0.0,119.89,300.0,1.0,1,1
1,1,0,0,1,1,5549.8,5086.23,416.82,240.0,1.0,2,1
1,0,0,0,1,1,2932.7,0.0,142.9,300.0,0.0,0,0
1,0,0,0,0,0,12695.8,4516.51,633.38,240.0,0.0,2,0
0,0,0,0,0,2,4912.73,2265.56,248.16,180.0,0.0,1,1
1,1,3,0,0,4,1501.62,1951.78,144.17,240.0,1.0,0,1
1,1,3,0,1,0,9590.53,2869.86,449.5,120.0,1.0,2,1
1,0,0,0,0,2,5386.51,3800.98,327.07,180.0,1.0,1,1
1,0,0,0,0,2,3153.79,0.0,117.05,300.0,0.0,0,0
0,1,2,0,1,0,13257.03,2362.11,644.03,120.0,1.0,0,1
1,1,0,0,1,0,8650.64,0.0,348.45,240.0,1.0,0,1
1,1,2,0,1,3,6648.91,2718.89,378.04,300.0,1.0,1,1
0,1,1,0,0,2,2629.0,0.0,153.07,180.0,1.0,1,1
1,1,0,1,0,2,500.0,0.0,14.81,300.0,1.0,0,1
0,0,2,0,0,2,2349.82,0.0,10.0,360.0,1.0,1,1
1,1,0,1,0,2,3060.06,0.0,75.54,180.0,1.0,2,1
1,1,3,0,0,2,4105.85,3315.5,266.63,120.0,1.0,0,1
1,0,0,0,1,3,3426.05,0.0,122.54,300.0,0.0,0,0
1,0,0,1,0,2,3361.66,0.0,141.62,240.0,0.0,2,0
1,1,2,0,0,2,5741.16,0.0,176.47,240.0,1.0,1,1
0,0,0,0,1,3,4893.96,3361.39,347.97,360.0,1.0,1,1
1,1,3,0,0,2,500.0,0.0,10.0,180.0,0.0,2,0
1,1,0,0,0,2,2317.91,0.0,115.06,300.0,1.0,0,1
1,1,0,0,1,0,4141.85,0.0,135.99,240.0,1.0,2,1
0,1,0,0,0,2,2836.76,1388.12,179.86,120.0,1.0,0,1
1,1,2,1,1,1,2368.18,0.0,126.77,120.0,1.0,2,1
1,1,1,1,1,0,4707.32,1956.76,264.51,300.0,1.0,1,1
0,1,2,1,0,2,2827.5,0.0,48.34,240.0,1.0,0,1
1,1,2,0,0,2,3273.36,1920.37,210.29,300.0,1.0,2,1
1,0,1,0,0,2,6202.61,1374.12,279.24,240.0,1.0,0,1
1,1,0,0,0,2,3499.75,0.0,157.13,300.0,1.0,0,1
1,0,0,0,1,3,5613.36,0.0,244.14,360.0,1.0,0,1
1,1,1,1,0,2,3681.77,844.88,192.79,240.0,1.0,2,1
1,0,1,0,0,4,1952.67,0.0,10.0,120.0,1.0,1,1
1,0,1,0,0,2,1611.22,0.0,19.19,300.0,1.0,0,1
1,0,2,1,0,2,1877.36,3419.1,237.32,180.0,0.0,2,0
0,1,0,0,1,0,8810.31,2924.89,466.68,360.0,1.0,2,1
1,0,1,0,0,2,5874.78,0.0,279.45,180.0,1.0,2,1
1,0,2,0,1,1,4584.3,3303.68,332.4,360.0,0.0,1,0
1,1,3,0,0,2,2940.61,0.0,101.76,300.0,1.0,1,1
1,1,0,0,1,3,3620.3,0.0,193.19,240.0,1.0,2,1
1,1,0,0,0,2,2332.44,0.0,66.14,180.0,1.0,2,1
1,1,1,0,0,2,4688.62,0.0,223.97,240.0,1.0,0,1
1,0,0,0,0,2,2777.19,0.0,187.52,180.0,1.0,0,1
1,1,0,0,0,2,4683.02,0.0,223.39499999999998,240.0,1.0,0,1
1,1,2,1,1,0,5952.49,203.28,205.55,360.0,1.0,0,1
1,1,0,0,0,4,1181.89,4365.52,279.18,120.0,1.0,0,1
1,0,0,0,0,2,2120.21,0.0,54.94,120.0,1.0,1,1
0,1,0,1,1,3,3035.56,2509.71,147.58,300.0,1.0,2,1
1,0,0,0,0,2,2804.79,5311.24,341.49,240.0,1.0,2,1
1,1,0,0,1,3,5717.79,207.77,215.46,120.0,1.0,1,1
1,1,2,1,1,0,5858.47,0.0,251.1,360.0,1.0,0,0
1,1,0,0,0,2,4457.09,0.0,206.86,240.0,1.0,0,1
1,1,0,0,1,3,5568.72,2436.01,298.89,120.0,0.0,2,0
1,1,0,1,0,2,2522.52,0.0,76.61,240.0,1.0,2,1
1,0,0,0,0,2,2786.76,0.0,112.42,360.0,1.0,1,1
1,1,2,0,0,2,3449.08,3240.47,223.39499999999998,360.0,1.0,0,1
0,0,0,0,0,2,5211.36,0.0,203.24,120.0,1.0,0,1
1,0,0,1,1,3,4004.57,0.0,119.89,300.0,1.0,1,1
1,1,2,1,1,1,2391.36,3613.51,260.07,180.0,0.0,2,0
1,0,0,0,1,3,5282.39,0.0,189.16,120.0,0.0,0,0
1,0,3,1,0,2,2511.13,3415.13,223.15,120.0,1.0,1,1
1,0,0,0,0,4,1254.84,0.0,10.0,120.0,1.0,2,1
1,1,0,0,0,2,5514.85,320.67,212.74,300.0,0.0,1,0
1,1,0,0,1,0,6489.86,4575.74,429.17,180.0,1.0,2,1
1,1,0,0,1,0,4776.38,0.0,227.8,240.0,1.0,0,1
1,0,3,0,0,2,3707.45,3189.69,223.39499999999998,300.0,1.0,2,1
1,1,1,0,0,2,7930.65,3909.22,474.18,120.0,1.0,2,1
1,0,3,0,0,2,3990.32,5101.84,376.36,120.0,1.0,0,1
1,0,2,1,0,4,1654.01,0.0,98.45,300.0,1.0,1,1
1,1,0,1,1,3,2821.42,0.0,92.41,180.0,0.0,2,0
1,1,1,0,0,2,2373.42,1946.75,229.89,300.0,1.0,1,1
1,0,0,0,1,0,11755.37,0.0,465.72,240.0,1.0,2,1
1,1,0,1,0,2,3975.64,2197.28,198.72,240.0,0.0,1,1
1,1,0,0,1,3,2062.15,0.0,119.16,120.0,1.0,0,1
1,0,3,0,1,3,4567.13,0.0,176.86,180.0,1.0,2,1
1,1,0,0,1,3,2289.75,0.0,153.46,360.0,1.0,2,1
1,1,1,0,1,1,2297.35,4519.06,242.54,240.0,1.0,0,1
0,1,0,1,1,0,6929.97,221.05,307.11,360.0,1.0,0,0
1,1,0,0,1,3,5315.51,0.0,211.48,120.0,0.0,0,0
1,0,1,0,0,2,6865.22,0.0,336.89,120.0,1.0,2,1
1,0,1,0,0,2,1904.14,2005.61,165.13,360.0,1.0,0,1
0,0,0,0,0,2,4566.73,0.0,172.33,120.0,0.0,2,1
1,1,3,0,0,2,5250.5,0.0,215.47,240.0,0.0,0,0
1,0,0,0,0,2,3368.44,3229.25,293.31,240.0,1.0,1,1
0,1,0,0,0,2,5182.39,0.0,192.61,300.0,1.0,0,1
1,0,0,1,1,3,1299.81,3404.6,242.09,360.0,1.0,1,1
1,1,2,0,0,2,2965.59,3500.56,267.7,120.0,1.0,0,1
1,1,1,1,0,2,500.0,2088.43,137.45,360.0,1.0,2,1
1,0,0,1,1,0,3467.47,0.0,134.18,360.0,1.0,0,1
1,1,3,1,0,2,2897.04,2735.94,220.08,240.0,1.0,1,1
1,1,3,0,0,2,7907.97,1936.9,472.6,120.0,1.0,1,1
1,1,2,0,0,2,7322.19,4267.83,422.08,120.0,1.0,2,1
1,1,0,1,0,2,2926.31,3324.43,244.04,180.0,1.0,0,1
1,0,0,0,0,2,3842.92,0.0,103.31,300.0,1.0,1,1
1,0,1,0,1,0,6331.39,0.0,246.74,180.0,1.0,0,1
1,1,1,0,1,3,5168.31,0.0,193.5,240.0,1.0,0,1
1,0,0,1,0,2,3725.77,1567.48,216.97,120.0,0.0,0,0
0,0,1,0,0,2,8302.22,0.0,330.59,120.0,1.0,0,1
1,1,0,0,0,2,4875.21,951.02,234.41,300.0,1.0,0,0
1,0,0,0,1,3,2614.11,0.0,71.22,120.0,1.0,0,1
1,1,0,0,0,2,5828.97,0.0,221.34,240.0,1.0,0,1
1,0,1,1,1,1,1558.3,0.0,53.93,180.0,0.0,1,0
1,0,0,0,0,2,4303.2,4115.09,223.39499999999998,360.0,1.0,2,1
1,0,2,0,0,4,957.41,3534.06,191.26,360.0,1.0,2,1
1,1,1,1,1,3,4680.96,4908.9,369.65,360.0,0.0,0,0
1,1,2,0,0,2,6334.35,4763.69,466.38,240.0,1.0,1,1
1,1,2,0,0,2,3981.53,2312.68,249.48,300.0,0.0,0,0
1,1,2,0,0,2,7151.97,3112.51,440.28,360.0,1.0,0,1
1,0,2,0,0,2,6340.58,0.0,261.44,360.0,0.0,0,0
1,1,0,0,1,1,4517.41,0.0,162.22,120.0,1.0,1,1
1,1,0,0,0,2,5863.66,3828.51,355.0,300.0,1.0,1,1
0,1,0,0,0,2,5415.12,0.0,239.06,240.0,1.0,2,1
1,1,2,0,0,2,5079.09,3616.3,360.17,120.0,1.0,2,1
1,0,2,0,0,2,3160.3,1757.22,151.22,300.0,1.0,2,1
1,1,3,0,1,3,4218.44,1372.2,272.61,180.0,1.0,1,1
0,1,0,0,1,1,3935.25,0.0,124.35,120.0,1.0,0,1
1,1,2,0,0,2,4275.97,2917.08,336.66,180.0,1.0,0,1
1,0,0,0,1,1,2531.81,2135.9,157.86,180.0,1.0,2,1
1,0,0,0,0,2,1739.07,0.0,10.0,120.0,1.0,0,1
0,0,2,0,1,1,4295.47,0.0,148.65,120.0,1.0,1,1
1,1,2,1,0,2,1277.27,1535.07,122.56,300.0,1.0,1,1
1,1,0,0,1,0,7150.74,4774.73,456.6,300.0,1.0,1,1
1,0,0,1,0,2,2670.62,0.0,60.69,360.0,0.0,0,0
0,1,1,1,1,3,2731.13,1736.8,211.92,120.0,0.0,1,0
1,1,0,0,0,2,3345.13,3649.78,301.05,180.0,0.0,0,0
1,1,0,0,0,3,5522.22,1976.24,349.7,300.0,1.0,2,1
0,1,0,0,0,2,5654.25,0.0,207.48,240.0,1.0,0,1
0,1,0,0,0,2,4476.99,1968.14,228.03,240.0,1.0,1,1
0,1,1,1,1,1,2750.97,0.0,98.52,360.0,0.0,1,0
0,1,2,0,0,2,6417.5,0.0,247.34,240.0,1.0,0,1
0,1,2,1,0,2,4708.58,3493.05,346.32,360.0,1.0,2,1
1,0,0,0,0,2,5738.24,5047.57,524.27,180.0,1.0,2,1
0,1,0,0,0,2,5779.19,0.0,278.83,240.0,1.0,2,1
1,1,1,0,1,3,4322.83,2598.8,223.39499999999998,300.0,1.0,1,1
1,1,0,0,0,2,3204.6,1503.18,221.37,240.0,1.0,0,1
1,1,1,0,0,2,5364.23,3204.17,355.15,180.0,1.0,0,1
1,1,0,0,1,1,2517.88,0.0,76.46,120.0,1.0,2,1
1,1,3,0,1,3,2732.81,0.0,131.51,240.0,1.0,1,1
1,1,0,0,0,2,4242.3,0.0,145.72,180.0,0.0,2,0
1,1,0,0,1,3,6520.66,4793.35,466.58,180.0,1.0,1,1
1,1,0,1,0,2,3688.6,2979.63,255.88,360.0,0.0,2,0
1,1,2,0,1,0,8025.94,2998.72,472.46,240.0,1.0,1,1
0,1,2,1,1,1,2501.93,0.0,18.94,300.0,1.0,1,1
1,1,0,1,1,3,2316.54,1922.21,188.85,300.0,1.0,1,1
1,0,2,1,1,3,1720.44,640.15,59.21,300.0,1.0,0,1
1,1,0,0,0,4,1537.01,919.27,223.39499999999998,240.0,0.0,2,0
1,1,1,0,0,2,5065.89,0.0,151.23,120.0,1.0,0,1
1,1,3,1,0,2,4507.32,0.0,179.63,360.0,1.0,2,1
1,1,0,1,0,2,4186.7,2126.37,241.07,360.0,1.0,0,1
1,0,1,0,1,1,4354.98,0.0,184.05,240.0,0.0,0,0
0,1,0,1,0,2,2256.39,0.0,127.09,180.0,1.0,2,1
1,1,0,0,0,2,8354.67,2799.77,464.72,180.0,0.0,2,0
1,0,0,0,0,2,3446.24,941.05,176.22,180.0,1.0,2,1
1,0,0,0,0,2,5467.33,1377.96,302.29,240.0,1.0,1,1
0,1,0,1,0,2,3496.65,0.0,185.61,240.0,1.0,1,1
1,1,0,0,1,0,5652.05,3053.93,346.78,120.0,1.0,2,1
1,0,1,0,0,2,5365.26,3400.0,377.27,240.0,1.0,0,1
0,1,1,0,1,0,5765.04,2918.83,296.9,120.0,1.0,0,1
1,1,0,1,0,2,2256.83,0.0,63.98,360.0,0.0,0,0
1,0,3,1,0,2,867.25,1536.41,90.93,180.0,1.0,0,1
1,1,0,1,1,3,2712.66,0.0,164.31,240.0,1.0,0,1
1,1,0,0,0,2,7575.91,925.51,385.56,240.0,1.0,2,1
1,0,0,1,0,2,1783.82,1919.9,145.22,300.0,1.0,1,1
1,1,0,1,1,3,3114.52,0.0,145.51,240.0,1.0,1,1
0,0,0,1,0,2,3563.8,4349.56,331.62,180.0,1.0,2,1
1,1,1,0,0,2,5745.87,0.0,243.37,240.0,1.0,2,1
0,0,2,0,0,2,5817.03,0.0,233.01,300.0,0.0,2,0
1,0,1,0,0,2,4691.53,3613.54,264.81,240.0,1.0,0,1
1,1,3,0,0,2,2958.69,1601.86,121.78,240.0,1.0,2,1
1,1,0,0,0,2,5220.35,2541.69,313.34,360.0,1.0,2,1
1,1,0,1,0,2,3436.6,0.0,153.89,360.0,0.0,1,0
1,1,3,0,0,2,3335.53,3432.78,314.76,300.0,1.0,1,1
1,1,0,0,0,2,6258.72,0.0,275.03,300.0,1.0,2,1
1,0,0,0,0,2,4336.58,3398.54,267.82,300.0,1.0,2,1
1,0,1,0,1,0,8914.82,0.0,345.1,240.0,0.0,0,0
1,1,0,0,0,4,1121.68,0.0,20.2,360.0,1.0,0,1
0,1,0,0,1,3,4568.96,0.0,229.07,300.0,0.0,2,0
1,1,2,0,1,0,3692.69,0.0,178.69,240.0,1.0,0,1
0,1,3,0,0,2,6224.28,883.08,235.78,180.0,1.0,1,1
1,0,2,0,1,1,2106.89,1387.96,166.64,180.0,0.0,1,0
0,1,0,0,1,1,5488.74,0.0,217.11,240.0,1.0,2,1
1,1,2,0,0,2,5639.08,2995.86,355.01,120.0,1.0,2,1
1,0,0,0,0,2,3229.52,0.0,91.73,240.0,1.0,2,1
1,0,3,0,0,2,5327.21,2462.89,294.78,300.0,1.0,0,1
1,1,0,0,0,2,3477.8,990.84,141.31,240.0,1.0,1,1
1,1,0,0,0,2,4662.74,2694.4,223.39499999999998,360.0,1.0,0,1
1,1,2,0,0,4,1449.41,0.0,44.8,180.0,0.0,0,0
1,1,0,0,0,2,697.6,3304.23,106.57,120.0,1.0,0,1
0,0,3,0,0,1,5610.92,1349.02,260.38,240.0,1.0,2,1
1,1,0,1,1,1,2042.14,0.0,74.43,240.0,1.0,1,1
0,0,3,0,0,2,1840.89,2334.95,156.32,120.0,1.0,1,1
1,0,0,0,0,0,9823.56,2757.5,521.6,300.0,0.0,2,0
1,0,0,0,1,1,4505.16,3771.28,344.33,240.0,0.0,0,0
0,1,0,0,1,0,4598.48,4043.66,344.19,360.0,1.0,0,1
0,0,2,0,1,0,9122.5,0.0,383.52,360.0,1.0,1,1
1,1,2,0,0,2,4818.33,0.0,174.65,300.0,1.0,1,1
1,0,0,0,1,0,5793.79,3250.85,350.23,300.0,0.0,1,0
1,1,1,0,0,2,3780.92,0.0,187.08,240.0,1.0,0,1
1,1,0,1,1,1,4206.32,3622.32,298.22,120.0,1.0,1,1
1,1,1,0,0,2,2460.71,0.0,134.27,240.0,0.0,1,0
1,1,1,1,1,3,903.2,3104.09,197.63,300.0,1.0,2,1
1,1,0,0,1,0,10563.1,0.0,413.94,240.0,1.0,2,1
1,1,0,0,1,0,6557.02,1818.87,379.17,120.0,1.0,2,1
1,0,0,0,0,2,6246.19,2745.23,329.81,120.0,1.0,2,1
0,1,0,0,0,2,4070.62,0.0,223.39499999999998,240.0,1.0,1,1
1,1,0,0,0,2,4875.49,2660.3,315.12,180.0,0.0,1,0
1,1,2,0,0,2,7969.04,0.0,290.85,360.0,0.0,1,1
1,0,1,0,0,2,1930.88,0.0,116.99,120.0,1.0,2,1
1,1,2,0,1,0,11679.32,0.0,442.5,120.0,1.0,1,1
1,0,0,1,0,2,6123.38,0.0,217.13,120.0,1.0,0,1
1,0,0,0,1,0,6995.81,5957.63,509.54,120.0,1.0,0,1
1,1,1,0,0,2,6604.23,3273.42,387.37,300.0,1.0,0,1
1,0,0,0,0,2,3943.24,5154.62,372.27,180.0,1.0,0,1
1,0,0,1,1,1,4927.06,3726.9,323.19,180.0,1.0,1,1
1,0,0,0,0,2,4005.74,1835.5,237.59,240.0,1.0,2,0
0,0,0,0,0,2,5186.69,0.0,182.63,180.0,1.0,0,1
1,0,2,1,1,3,3482.99,0.0,153.42,240.0,1.0,2,1
1,1,2,0,1,3,500.0,2046.68,80.6,360.0,1.0,0,1
1,1,0,0,0,2,4087.6,2342.6,278.49,120.0,1.0,0,1
0,1,1,0,0,2,9633.53,1949.8,487.36,240.0,1.0,2,1
1,0,1,0,1,3,6068.87,0.0,184.88,240.0,0.0,1,0
0,1,2,1,0,2,3381.17,0.0,78.14,240.0,1.0,2,1
1,1,1,0,1,0,8331.99,2547.37,449.44,240.0,0.0,2,0
1,1,1,1,0,2,3110.89,0.0,138.86,300.0,1.0,2,1
1,1,2,0,0,2,7562.05,1398.34,352.81,360.0,1.0,0,1
