Loan_ID,Gender,Married,Dependents,Education,Self_Employed,EmploymentType,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP100461,Male,No,0,Graduate,No,Salaried,4075.17,2816.52,312.12,300,1.0,Urban,Y
LP100538,Male,Yes,0,Graduate,Yes,Self-Employed,6059.25,0.0,255.14,300,1.0,Rural,Y
LP100558,Female,No,0,Graduate,No,Salaried,3168.11,410.06,139.7,240,0.0,Urban,N
LP100249,Male,No,0,Graduate,,Salaried,3339.43,1937.45,,300,0.0,Semiurban,N
LP100072,Male,Yes,2,Graduate,Yes,Business Owner,4598.45,2556.11,330.21,240,1.0,Semiurban,Y
LP100967,Female,Yes,0,Graduate,Yes,Business Owner,7064.61,3435.05,434.84,,,Rural,N
LP100789,Female,Yes,0,Graduate,No,Salaried,5343.92,2615.56,320.6,180,1.0,Rural,Y
LP100129,Male,,3+,Graduate,No,Salaried,8178.92,0.0,365.37,180,1.0,Urban,Y
LP100966,Female,No,1,Not Graduate,Yes,Business Owner,6589.36,0.0,270.23,240,,Urban,Y
LP100649,Male,No,0,Graduate,No,Salaried,7359.86,0.0,300.02,180,0.0,Urban,Y
LP100151,,No,0,Not Graduate,Yes,Freelancer,3519.63,0.0,186.38,180,1.0,Semiurban,Y
LP100799,Male,,3+,Graduate,Yes,Self-Employed,7120.22,0.0,271.92,180,1.0,Rural,Y
LP100043,Female,No,3+,Graduate,Yes,Business Owner,9165.99,1215.74,437.87,360,1.0,Rural,Y
LP100191,Male,Yes,2,Not Graduate,No,Unemployed,741.67,3679.82,151.26,360,1.0,Urban,Y
LP100213,Male,No,1,Not Graduate,,Salaried,2756.17,0.0,93.76,,,Semiurban,N
LP100643,Female,Yes,0,Graduate,No,Salaried,3976.94,1267.15,182.48,300,1.0,Urban,Y
LP100464,,Yes,2,Graduate,No,Salaried,3688.47,0.0,136.24,360,1.0,Rural,Y
LP100425,Male,No,3+,Graduate,Yes,Business Owner,4197.92,0,102.86,120,1.0,Urban,Y
LP100419,Female,No,3+,Not Graduate,No,Salaried,2606.85,3693.82,220.31,120,,Urban,Y
LP100528,Female,No,0,Graduate,Yes,Self-Employed,6432.99,1582.51,251.76,120,1.0,Semiurban,Y
LP100052,,No,1,Graduate,No,Salaried,6406.14,0.0,,240,1.0,Urban,Y
LP100517,Female,Yes,2,Not Graduate,No,Salaried,3606.56,1349.64,151.22,240,1.0,Rural,Y
LP100451,Male,No,0,Graduate,Yes,Self-Employed,4893.95,0.0,205.74,,1.0,Urban,Y
LP100078,Male,Yes,0,Not Graduate,No,Unemployed,1048.1,3824.17,208.66,360,1.0,Rural,N
LP100700,Male,Yes,0,Not Graduate,Yes,Self-Employed,2159.62,1881.33,201.17,300,1.0,Semiurban,Y
LP100209,Male,Yes,0,Not Graduate,No,Salaried,4104.28,0.0,207.31,120,1.0,Semiurban,Y
LP100264,Male,Yes,0,Not Graduate,Yes,Self-Employed,2943.65,0.0,111.22,180,1.0,Urban,Y
LP100149,Female,Yes,3+,Not Graduate,Yes,Self-Employed,1112.01,2855.03,152.91,360,1.0,Rural,Y
LP100325,Male,Yes,0,Not Graduate,Yes,Self-Employed,1586.12,1764.03,135.13,180,0.0,Rural,N
LP100448,Male,Yes,0,Not Graduate,Yes,Self-Employed,2822.54,3260.83,234.61,,1.0,Rural,Y
LP100343,Male,No,2,Graduate,No,Salaried,5031.65,0.0,213.8,360,1.0,Rural,Y
LP100384,Male,No,0,Graduate,No,Salaried,2700.4,2143.73,196.52,240,1.0,Semiurban,Y
LP100254,Male,Yes,0,Graduate,No,Salaried,5389.0,0.0,196.86,300,1.0,Urban,Y
LP100759,Female,Yes,2,Not Graduate,Yes,Freelancer,4192.22,0.0,170.96,,1.0,Urban,Y
LP100588,Male,No,0,Graduate,Yes,Business Owner,9019.3,2517.67,436.07,300,0.0,Rural,N
LP100435,Female,No,1,Graduate,Yes,Self-Employed,2879.66,0.0,141.71,120,1.0,Urban,Y
LP100667,Male,Yes,0,Graduate,No,Salaried,3446.18,0.0,140.25,,1.0,Semiurban,N
LP100075,Male,Yes,0,Graduate,No,Salaried,5236.04,0.0,239.92,120,1.0,Semiurban,Y
LP100137,Male,Yes,0,Graduate,No,Salaried,6930.58,4372.15,401.8,360,1.0,Rural,Y
LP100710,Male,No,3+,Graduate,Yes,Business Owner,8697.84,1926.71,440.74,300,1.0,Urban,Y
LP100608,Male,No,0,Graduate,Yes,Business Owner,9040.47,0.0,,,0.0,Semiurban,N
LP100744,Male,Yes,0,Graduate,No,Salaried,6069.92,3545.44,366.35,120,0.0,Semiurban,Y
LP100066,Male,Yes,2,Not Graduate,Yes,Business Owner,4129.93,2744.28,293.38,360,1.0,Semiurban,Y
LP100933,Female,Yes,2,Graduate,,Salaried,5902.01,1327.99,311.79,360,1.0,Semiurban,Y
LP100076,Male,No,0,Graduate,No,Unemployed,500,0.0,10,300,1.0,Rural,Y
LP100964,Male,Yes,0,Graduate,Yes,Self-Employed,6303.82,0.0,239.59,120,1.0,Urban,Y
LP100645,Male,Yes,2,Graduate,No,Salaried,6031.97,2435.13,369.91,180,1.0,Urban,Y
LP100788,Male,No,0,Not Graduate,Yes,Freelancer,3429.21,0.0,124.07,300,1.0,Semiurban,Y
LP100665,Female,Yes,0,Not Graduate,Yes,Self-Employed,912.03,0.0,100.22,180,1.0,Semiurban,Y
LP100591,,Yes,1,Graduate,No,Salaried,4463.03,2530.09,293.1,120,1.0,Rural,Y
LP100375,Female,Yes,0,Not Graduate,Yes,Self-Employed,3870.5,1896.02,219.58,300,1.0,Rural,Y
LP100248,Male,Yes,0,Graduate,No,Salaried,3710.7,0.0,108.55,120,1.0,Rural,Y
LP100143,Male,No,,Not Graduate,No,Salaried,1698.38,1589.95,129.24,360,0.0,Rural,N
LP100272,Female,Yes,1,Graduate,No,Salaried,4803.42,0.0,256.27,300,0.0,Urban,N
LP100006,Male,No,0,Not Graduate,Yes,Freelancer,4933.19,1466.16,276.73,240,0.0,Rural,N
LP100169,Male,Yes,0,Graduate,No,Salaried,5719.02,0.0,215.27,180,1.0,Rural,Y
LP100361,Female,No,2,Graduate,No,Salaried,3427.53,0.0,157.73,120,1.0,Rural,Y
LP100089,Male,No,1,Graduate,No,Unemployed,1121.78,0.0,67.07,300,0.0,Rural,N
LP100687,Male,Yes,1,Graduate,No,Salaried,4816.63,1575.44,317.8,300,0.0,Semiurban,N
LP100751,Male,,0,Not Graduate,No,Salaried,4840.3,2790.15,271.59,180,1.0,Semiurban,Y
LP100853,Female,Yes,0,Graduate,Yes,Self-Employed,2491.97,0.0,95.81,360,0.0,Semiurban,N
LP100270,Male,,0,Graduate,No,Salaried,2916.43,0.0,50.75,240,1.0,Semiurban,Y
LP100377,Male,No,2,Graduate,Yes,Business Owner,5546.25,2122.23,308.16,120,1.0,Semiurban,Y
LP100283,Male,No,2,Graduate,Yes,Business Owner,4799.2,0.0,170.45,180,1.0,Rural,Y
LP100311,Male,Yes,0,Graduate,No,Salaried,6961.14,0.0,280.81,120,0.0,Semiurban,N
LP100946,Female,Yes,3+,Graduate,No,Salaried,5827.38,0.0,228.23,300,1.0,Semiurban,Y
LP100474,Male,Yes,0,Graduate,No,Salaried,3674.13,393495.77,199.03,240,,Urban,Y
LP100813,Male,Yes,,Graduate,Yes,Business Owner,9392.02,0.0,404.69,360,1.0,Rural,Y
LP100318,Female,Yes,1,Graduate,No,Salaried,6441.26,0.0,189.84,240,1.0,Rural,Y
LP100907,Female,Yes,2,Graduate,Yes,Self-Employed,5685.2,0,244.1,180,1.0,Semiurban,Y
LP100904,Female,Yes,0,Graduate,Yes,Business Owner,7182.11,3855.04,435.49,180,1.0,Urban,Y
LP100466,Male,Yes,0,Not Graduate,Yes,Business Owner,5505.58,0.0,224.38,300,1.0,Semiurban,Y
LP100515,,Yes,1,Graduate,No,Salaried,7028.36,6784.93,577.39,300,0.0,Rural,N
LP100579,Male,No,0,Graduate,No,Salaried,3253.66,3963.14,268.55,240,0.0,Urban,N
LP100194,Male,No,2,Not Graduate,No,Salaried,1537.39,0.0,14.23,300,1.0,Semiurban,Y
LP100780,Male,Yes,0,Graduate,Yes,Business Owner,4198.81,0.0,205.99,120,1.0,Semiurban,Y
LP100888,Male,Yes,0,Graduate,Yes,Self-Employed,4959.85,0.0,177.65,180,1.0,Semiurban,Y
LP100995,Male,Yes,0,Graduate,No,Salaried,2314.65,1348.72,120.24,360,0.0,Semiurban,N
LP100430,Female,Yes,,Not Graduate,No,Salaried,4577.2,0.0,,240,1.0,Semiurban,Y
LP101000,Male,,0,Not Graduate,No,Salaried,2634.99,3071.09,216.16,180,1.0,Rural,Y
LP100085,Male,No,1,Not Graduate,Yes,Self-Employed,5070.01,0.0,220.46,300,0.0,Rural,N
LP100839,Male,No,2,Graduate,No,Unemployed,2391.46,0.0,107.15,360,1.0,Rural,Y
LP100793,Male,Yes,0,Graduate,No,Salaried,3144.94,4574.14,331.19,180,0.0,Rural,N
LP100814,Male,No,2,Not Graduate,No,Salaried,1101.82,0.0,20.16,360,0.0,Semiurban,N
LP100124,Female,Yes,0,Graduate,Yes,Self-Employed,5647.98,0.0,217.39,240,1.0,Rural,Y
LP100572,,Yes,0,Not Graduate,No,Salaried,1983.03,0.0,132.57,120,1.0,Semiurban,Y
LP100007,Female,Yes,0,Graduate,Yes,Business Owner,5909.43,0.0,241.25,300,1.0,Urban,Y
LP100615,Male,Yes,0,Not Graduate,Yes,Business Owner,5639.99,3929.63,395.43,120,1.0,Semiurban,Y
LP100348,Male,Yes,2,Graduate,No,Salaried,857.76,1493.51,107.83,300,1.0,Rural,Y
LP100302,Male,No,0,Graduate,No,Salaried,2849.02,2022.84,,120,1.0,Rural,Y
LP100531,Male,No,0,Graduate,No,Salaried,3820.91,3614.42,295.79,120,1.0,Rural,Y
LP100826,Male,No,0,Graduate,Yes,Freelancer,5246.92,0.0,275.12,120,1.0,Rural,Y
LP100900,Male,Yes,1,Graduate,Yes,Business Owner,9479.58,5691.71,571.11,360,0.0,Urban,N
LP100277,Male,No,3+,Graduate,No,Salaried,4888.51,3212.49,321.05,300,1.0,Rural,Y
LP100625,Male,Yes,0,Graduate,No,Salaried,5551.59,0.0,245.18,,0.0,Semiurban,N
LP100680,Female,Yes,0,Graduate,No,Salaried,3893.2,4039.55,259.95,360,1.0,Semiurban,Y
LP100787,Male,Yes,0,Not Graduate,Yes,Business Owner,1714.86,2762.34,156.58,360,1.0,Rural,N
LP100279,Male,Yes,1,Graduate,No,Salaried,1939.28,459.43,109.22,360,0.0,Rural,N
LP100441,Male,Yes,2,Graduate,No,Salaried,4070.12,2902.98,308.16,240,,Urban,Y
LP100525,,No,0,Graduate,No,Salaried,6796.76,1246.31,330.31,240,1.0,Semiurban,Y
LP100017,Male,No,1,Graduate,Yes,Freelancer,4940.94,2836.15,319.98,360,1.0,Rural,Y
LP100382,Male,No,0,Graduate,Yes,Self-Employed,1412.36,1388.26,113.74,180,1.0,Urban,Y
LP100884,Male,Yes,0,Not Graduate,Yes,Freelancer,3323.65,2594.91,300.82,240,1.0,Rural,N
LP100134,Male,No,2,Graduate,Yes,Business Owner,6928.11,0.0,229.14,300,0.0,Urban,N
LP100396,Male,Yes,0,Graduate,No,Salaried,6166.71,0.0,264.91,180,1.0,Rural,Y
LP100571,Female,Yes,1,Graduate,No,Salaried,5010.52,0.0,190.51,120,0.0,Urban,N
LP100122,Male,Yes,1,Graduate,No,Unemployed,1655.27,0.0,46.97,,1.0,Semiurban,Y
LP100267,Female,Yes,2,Graduate,No,Salaried,5865.4,0.0,244.67,240,0.0,Rural,N
LP100662,Male,Yes,0,Not Graduate,No,Salaried,4329.7,0.0,151.39,120,1.0,Rural,Y
LP100683,Female,Yes,0,Graduate,No,Unemployed,1757.29,1902.34,105.63,240,1.0,Semiurban,Y
LP100163,,Yes,2,Not Graduate,No,Unemployed,1203.37,2890.22,250.84,360,1.0,Urban,N
LP100962,Male,Yes,0,Not Graduate,No,Salaried,3059.29,1120.44,146.14,300,0.0,Rural,N
LP100805,Male,,0,Graduate,No,Salaried,8515.71,4568.65,502.23,300,0.0,Semiurban,N
LP100214,Male,Yes,1,Not Graduate,No,Salaried,4417.65,2872.85,370.05,300,1.0,Semiurban,Y
LP100077,Female,No,2,Not Graduate,Yes,Self-Employed,3331.6,3150.05,266.59,120,0.0,Rural,N
LP100080,Male,Yes,0,Graduate,,Salaried,3856.97,322.4,185.05,360,1.0,Urban,Y
LP100399,Male,Yes,1,Not Graduate,No,Salaried,4233.46,622.66,210.53,300,1.0,Urban,Y
LP100044,Male,No,1,Graduate,No,Salaried,2322.41,1123.7,107.94,180,1.0,Semiurban,Y
LP100865,Female,,0,Graduate,Yes,Business Owner,10217.51,0.0,415.59,240,,Rural,Y
LP100294,Female,Yes,1,Graduate,Yes,Freelancer,6448.7,1937.06,330.44,360,0.0,Semiurban,N
LP100401,Male,No,0,Not Graduate,Yes,Business Owner,1332.82,0.0,20.69,240,1.0,Semiurban,Y
LP100192,Male,Yes,2,Graduate,No,Salaried,6474.06,0.0,242.44,180,1.0,Semiurban,Y
LP100098,Male,,2,Graduate,No,Salaried,4654.64,0.0,233.73,180,1.0,Semiurban,Y
LP100226,Female,No,1,Graduate,No,Unemployed,900.72,0.0,,120,1.0,Urban,Y
LP100145,Male,No,2,Graduate,No,Salaried,998.6,815.29,84.95,180,1.0,Urban,N
LP100681,Female,Yes,0,Graduate,No,Salaried,4525.37,2825.95,341.29,360,0.0,Rural,N
LP100148,Male,No,0,Not Graduate,Yes,Self-Employed,3502.5,2869.85,259.69,180,1.0,Rural,Y
LP100297,Male,No,0,Not Graduate,No,Salaried,2948.75,2520.13,190.24,120,0.0,Urban,N
LP100070,Male,No,0,Graduate,,Business Owner,3203.84,1315.13,187.32,240,1.0,Semiurban,Y
LP100127,Male,Yes,0,Graduate,Yes,Self-Employed,5482.17,0.0,209.25,360,1.0,Semiurban,Y
LP100308,Male,Yes,2,Graduate,Yes,Self-Employed,5076.64,2043.73,256.89,360,1.0,Urban,Y
LP100005,Male,No,0,Graduate,Yes,Self-Employed,3396.24,0.0,177.06,360,0.0,Urban,N
LP100548,Male,Yes,2,Graduate,No,Salaried,3324.22,0.0,131.89,120,0.0,Urban,N
LP100671,Male,No,0,Graduate,No,Salaried,2886.68,0.0,33.44,240,1.0,Semiurban,Y
LP100855,Male,Yes,0,Graduate,Yes,Self-Employed,11501.86,258.25,,,1.0,Semiurban,Y
LP100547,Male,Yes,0,Graduate,No,Salaried,4365.17,1958.42,262.83,120,1.0,Urban,N
LP100164,Female,Yes,1,Graduate,,Self-Employed,5234.05,0,277.95,360,1.0,Rural,Y
LP100347,Male,No,0,Not Graduate,Yes,Self-Employed,2943.48,0.0,147.59,300,1.0,Urban,Y
LP100654,,Yes,0,Graduate,Yes,Business Owner,5748.78,0.0,206.75,300,1.0,Urban,N
LP100356,Male,No,3+,Graduate,No,Salaried,5249.98,0.0,184.58,240,1.0,Semiurban,Y
LP100650,Male,Yes,2,Not Graduate,No,Salaried,4153.95,0.0,192.82,240,1.0,Semiurban,Y
LP100738,Female,Yes,2,Not Graduate,No,Salaried,4096.0,13.41,153.57,300,0.0,Rural,N
LP100116,Male,Yes,1,Not Graduate,No,Salaried,3999.07,2385.26,285.75,240,0.0,Semiurban,N
LP100603,Male,Yes,3+,Not Graduate,Yes,Business Owner,3779.95,4712.79,390.88,360,1.0,Semiurban,Y
LP100082,Male,Yes,0,Graduate,No,Salaried,2436.52,0.0,156.39,240,,Urban,N
LP100050,Male,Yes,1,Graduate,Yes,Business Owner,4881.41,1438.28,199.3,120,1.0,Semiurban,Y
LP100203,Female,No,0,Graduate,Yes,Self-Employed,1499.58,0.0,52.08,300,1.0,Rural,Y
LP100182,Male,Yes,0,Graduate,Yes,Business Owner,5625.81,3936.01,454.61,180,1.0,Urban,Y
LP100481,Male,No,0,Graduate,No,Salaried,2662.93,0,83.81,180,0.0,Rural,N
LP100669,Male,,0,Not Graduate,No,Salaried,3553.11,4089.89,257.28,120,0.0,Urban,N
LP100646,Male,Yes,3+,Graduate,Yes,Self-Employed,5338.88,3064.14,308.25,180,1.0,Urban,Y
LP100607,Female,Yes,2,Not Graduate,Yes,Self-Employed,4349.71,2946.46,306.34,300,1.0,Semiurban,Y
LP100228,Male,No,2,Graduate,No,Salaried,5903.37,3816.53,327.49,240,1.0,Urban,Y
LP100429,Male,Yes,0,Graduate,No,Salaried,8203.41,1871.71,455.7,240,1.0,Urban,Y
LP100290,Male,Yes,0,Not Graduate,No,Salaried,4579.19,2783.72,325.85,360,0.0,Semiurban,Y
LP100908,Male,Yes,2,Not Graduate,No,Salaried,2814.48,1379.27,190.8,360,1.0,Rural,Y
LP100889,Male,Yes,,Not Graduate,No,Salaried,1774.85,5544.1,313.94,120,1.0,Semiurban,Y
LP100944,Male,Yes,0,Graduate,No,Salaried,2820.31,4117.09,327.1,240,1.0,Rural,Y
LP100753,Male,Yes,3+,Graduate,No,Salaried,2706.18,0.0,95.89,,1.0,Rural,Y
LP100553,Male,Yes,1,Graduate,Yes,Self-Employed,3122.38,0.0,118.86,180,1.0,Urban,N
LP100578,Male,Yes,1,Graduate,No,Salaried,5349.04,2016.76,254.38,240,1.0,Semiurban,Y
LP100424,Female,No,0,Graduate,Yes,Business Owner,737854.94,1396.57,261.15,120,1.0,Rural,Y
LP100668,,Yes,0,Not Graduate,Yes,Self-Employed,3893.34,3724.19,322.34,360,1.0,Urban,Y
LP100362,Male,,,Graduate,Yes,Business Owner,8892.9,0.0,315.33,120,1.0,Urban,Y
LP100512,Female,Yes,1,Graduate,No,Salaried,8715.0,0.0,334.28,300,1.0,Urban,Y
LP100551,Male,Yes,0,Graduate,Yes,Self-Employed,3251.91,2552.45,232.45,300,0.0,Urban,N
LP100036,Male,Yes,0,Graduate,No,Salaried,5769.37,4825.4,446.75,300,1.0,Urban,Y
LP100842,Male,No,0,Graduate,No,Salaried,4893.69,378.66,195.92,240,1.0,Semiurban,Y
LP100253,Male,No,2,Not Graduate,No,Salaried,4269.73,267.11,192.93,180,0.0,Semiurban,N
LP100675,Male,,3+,Not Graduate,Yes,Freelancer,4055.14,2372.63,306.71,300,1.0,Semiurban,Y
LP100071,Female,Yes,1,Graduate,Yes,Business Owner,6187.8,0.0,223.54,180,1.0,Rural,Y
LP100725,Male,No,0,Graduate,Yes,Business Owner,7332.31,803.4,280.81,360,1.0,Semiurban,Y
LP100673,,No,0,Graduate,Yes,Self-Employed,3819.52,3178.95,238.31,240,0.0,Semiurban,N
LP100211,Male,No,0,Graduate,Yes,Self-Employed,4004.43,1795.59,227.38,180,0.0,Semiurban,N
LP100499,Male,,0,Not Graduate,No,Salaried,3402.2,0.0,152.42,240,1.0,Semiurban,Y
LP100431,Female,Yes,3+,Not Graduate,No,Salaried,3628.61,2793.93,256.09,360,1.0,Rural,Y
LP100559,Male,Yes,0,Graduate,Yes,Self-Employed,3875.69,3891.26,303.23,240,1.0,Urban,Y
LP100059,Male,No,2,Graduate,No,Salaried,5469.8,2313.25,276.68,240,1.0,Semiurban,Y
LP100056,Male,Yes,0,Graduate,Yes,Business Owner,4028.77,2650.56,233.21,180,1.0,Urban,Y
LP100446,Male,No,1,Graduate,No,Salaried,7919.62,1480.55,,300,1.0,Rural,Y
LP100817,Female,Yes,0,Graduate,Yes,Business Owner,13753.58,2242.25,634.51,180,1.0,Urban,Y
LP100955,Male,Yes,1,Graduate,No,Salaried,4208.55,2993.13,3108.56,360,1.0,Urban,Y
LP100758,Male,Yes,3+,Graduate,Yes,Business Owner,8301.13,4013.05,486.03,240,1.0,Semiurban,Y
LP100422,Male,No,0,Graduate,No,Salaried,1614.75,3541.95,248.88,300,1.0,Urban,Y
LP100120,Male,Yes,1,Graduate,No,Salaried,4115.94,3207.44,312.46,300,1.0,Urban,Y
LP100721,Male,Yes,0,Graduate,No,Salaried,3667.2,1427.27,185.12,360,1.0,Urban,Y
LP100715,Male,Yes,0,Graduate,Yes,Self-Employed,3850.79,2531.57,250.57,240,1.0,Urban,Y
LP100406,Male,Yes,3+,Graduate,,Salaried,6589.44,0.0,298.83,300,1.0,Semiurban,Y
LP100306,Male,Yes,0,Not Graduate,No,Salaried,500,0.0,10.68,360,1.0,Semiurban,Y
LP100606,Male,Yes,0,Not Graduate,Yes,Business Owner,9005.0,3418.88,472.73,120,1.0,Semiurban,Y
LP100224,Female,Yes,0,Graduate,No,Salaried,6187.94,2572.92,,180,1.0,Urban,Y
LP100519,Male,Yes,,Graduate,No,Salaried,5007.37,126.72,161.15,240,1.0,Semiurban,Y
LP100359,Male,Yes,0,Not Graduate,No,Salaried,2356.11,0.0,107.2,360,1.0,Urban,N
LP100262,Female,Yes,2,Not Graduate,Yes,Self-Employed,3313.53,0.0,143.7,300,0.0,Semiurban,N
LP100385,Female,Yes,,Graduate,No,Salaried,4727.85,991.03,211.88,120,1.0,Rural,Y
LP100544,Female,Yes,3+,Graduate,No,Salaried,1505.78,0.0,64.87,300,1.0,Urban,Y
LP100931,Female,Yes,3+,Graduate,Yes,Freelancer,5199.16,222909.88,224.14,240,1.0,Semiurban,Y
LP100434,Male,Yes,0,Graduate,No,Salaried,6593.28,3364.52,419.14,360,1.0,Rural,Y
LP100810,Male,Yes,0,Graduate,No,Salaried,4627.16,581.56,182.59,360,1.0,Rural,Y
LP100596,Male,No,0,Graduate,No,Salaried,4573.69,0.0,211.96,180,1.0,Urban,Y
LP100872,Female,Yes,1,Graduate,No,Salaried,4227.22,0.0,150.42,120,1.0,Urban,Y
LP100216,Female,,0,Graduate,Yes,Self-Employed,6984.55,0.0,257.29,300,0.0,Semiurban,N
LP100923,Male,Yes,0,Graduate,No,Salaried,3697.11,5624.17,330.79,180,1.0,Rural,Y
LP100825,Male,Yes,0,Not Graduate,No,Salaried,2750.17,4395.31,310.92,240,1.0,Rural,Y
LP100188,Male,Yes,0,Graduate,Yes,Business Owner,5763.22,2652.53,336.85,120,,Urban,Y
LP100373,Male,No,0,Graduate,No,Salaried,1858.64,1942.11,153.92,360,1.0,Rural,Y
LP100010,Female,No,0,Not Graduate,No,Unemployed,735.22,0.0,10,,1.0,Semiurban,Y
LP100162,Male,No,1,Not Graduate,Yes,Business Owner,5565.82,0.0,191.81,300,0.0,Urban,N
LP100328,Female,Yes,0,Graduate,No,Unemployed,964.07,2361.14,141.2,240,1.0,Semiurban,Y
LP100316,Male,No,0,Graduate,Yes,Self-Employed,2143.69,3524.38,223.28,120,0.0,Semiurban,N
LP100893,Male,Yes,0,Graduate,No,Salaried,1204.62,0.0,54.85,360,1.0,Urban,Y
LP100679,Male,Yes,2,Graduate,No,Salaried,4457.95,0.0,217.06,120,1.0,Semiurban,N
LP100843,,Yes,,Not Graduate,Yes,Self-Employed,4014.5,2528.45,221.49,180,0.0,Rural,N
LP100201,Male,Yes,0,Graduate,No,Salaried,4787.96,0.0,163.34,240,0.0,Urban,N
LP100623,Male,Yes,0,Not Graduate,No,Salaried,2158.97,3282.61,228.79,120,1.0,Semiurban,Y
LP100689,Male,No,0,Graduate,No,Salaried,7382.47,421458.72,387.38,360,1.0,Rural,Y
LP100486,Male,Yes,2,Not Graduate,,Salaried,4163.98,2545.7,292.69,300,1.0,Semiurban,Y
LP100620,Male,No,2,Graduate,Yes,Business Owner,7230.08,0.0,,120,0.0,Urban,N
LP100150,Male,No,2,Graduate,No,Salaried,5224.8,2811.36,308.3,120,0.0,Semiurban,Y
LP100717,,Yes,0,Graduate,No,Salaried,4074.96,0.0,142.85,,1.0,Semiurban,Y
LP100334,,Yes,0,Graduate,Yes,Self-Employed,2952.51,2781.11,,120,0.0,Rural,N
LP100829,Male,Yes,0,Graduate,No,Salaried,3722.29,4146.99,,180,1.0,Rural,Y
LP100604,Male,Yes,0,Graduate,No,Salaried,3603.62,4598.86,324.17,240,1.0,Semiurban,Y
LP100460,Male,Yes,1,Graduate,Yes,Self-Employed,5061.5,1210.74,263.12,180,1.0,Urban,Y
LP100155,Male,No,0,Graduate,No,Salaried,1904.73,0.0,99.53,240,1.0,Semiurban,Y
LP100195,Male,Yes,0,Graduate,No,Unemployed,1473.86,0.0,30.2,360,1.0,Urban,N
LP100067,Female,No,0,Graduate,No,Salaried,6179.18,2981.63,377.93,300,0.0,Semiurban,N
LP100580,Male,Yes,0,Graduate,No,Salaried,2885.69,963.59,218.28,360,1.0,Urban,N
LP100437,Male,Yes,0,Not Graduate,No,Salaried,1721.67,0.0,90.5,120,,Urban,Y
LP100775,,No,0,Graduate,No,Salaried,2255.2,2201.55,215.77,300,1.0,Urban,Y
LP100913,Male,No,0,Graduate,No,Salaried,3497.95,1627.79,171.84,300,1.0,Urban,Y
LP100844,Male,Yes,3+,Not Graduate,Yes,Self-Employed,5626.31,0.0,237.61,120,0.0,Rural,N
LP100867,Male,Yes,0,Not Graduate,No,Salaried,5466.93,2367.5,324.92,360,0.0,Urban,N
LP100090,Male,Yes,,Graduate,No,Salaried,5749.32,361150.92,312.94,180,0.0,Semiurban,N
LP100190,Male,No,0,Graduate,Yes,Freelancer,3879.94,2827.99,234.11,240,1.0,Urban,Y
LP100854,Female,No,,Not Graduate,No,Salaried,1296.64,2745.97,178.11,240,1.0,Semiurban,N
LP100108,Female,Yes,0,Not Graduate,,Salaried,2298.06,0.0,72.14,,1.0,Rural,Y
LP100389,Male,No,1,Graduate,No,Salaried,2435.94,0.0,112.95,120,1.0,Semiurban,Y
LP100207,Male,No,2,Not Graduate,Yes,Business Owner,5921.43,0.0,322.68,360,1.0,Urban,Y
LP100285,Male,Yes,,Not Graduate,Yes,Business Owner,5209.35,0.0,161.0,240,1.0,Semiurban,N
LP100927,Male,Yes,0,Not Graduate,No,Salaried,1692.38,3655.83,205.44,120,1.0,Semiurban,Y
LP100801,Male,Yes,0,Not Graduate,No,Salaried,4036.23,0.0,125.1,240,1.0,Rural,Y
LP100885,Female,Yes,0,Graduate,No,Salaried,4979.26,3604.41,330.37,300,1.0,Rural,Y
LP100938,Female,No,1,Graduate,Yes,Business Owner,8419.26,3388.5,460.52,240,1.0,Semiurban,Y
LP100205,Male,No,1,Graduate,Yes,Self-Employed,3296.34,0.0,156.1,180,1.0,Urban,Y
LP100412,Male,Yes,2,Graduate,No,Salaried,2233.99,0.0,74.32,240,0.0,Urban,N
LP100592,Male,Yes,3+,Graduate,Yes,Business Owner,4124.38,2512.52,207.57,180,1.0,Urban,Y
LP100454,Male,Yes,0,Graduate,No,Salaried,1415.96,0.0,55.19,360,0.0,Urban,N
LP100402,Male,No,0,Graduate,Yes,Business Owner,1333.49,3944.66,201.53,300,0.0,Urban,N
LP100450,Male,Yes,0,Graduate,No,Salaried,4702.51,0.0,171.84,120,,Urban,Y
LP100260,Male,No,0,Graduate,Yes,Self-Employed,4594.5,0.0,162.64,180,1.0,Urban,Y
LP100179,Male,Yes,1,Graduate,No,Salaried,6442.3,1206.4,291.97,300,0.0,Rural,N
LP100184,Male,No,0,Graduate,No,Salaried,7448.2,0.0,286.39,300,1.0,Urban,Y
LP100364,Female,Yes,0,Graduate,Yes,Self-Employed,1375.33,0.0,34.26,240,1.0,Urban,Y
LP100510,Male,Yes,0,Not Graduate,No,Salaried,1698.85,0.0,90.61,180,0.0,Urban,N
LP100456,,No,2,Not Graduate,Yes,Self-Employed,1641.18,0.0,48.14,180,0.0,Semiurban,N
LP100986,Male,Yes,0,Not Graduate,Yes,Self-Employed,3543.77,1501.65,212.98,300,0.0,Urban,N
LP100418,Male,Yes,3+,Graduate,Yes,Freelancer,3695.09,0.0,127.42,240,1.0,Urban,Y
LP100941,Male,No,1,Graduate,Yes,Freelancer,7349.74,0,271.73,240,1.0,Rural,Y
